0,3;5158,86;-23,3522538;20,87348;112,109770698011;1,76
0,5;5326,34;62,2331762;99,94999;54,6718398676579;1,76
0,7;5324,2;69,853929;99,875695;38,7902131441006;1,72
0,9;5530,36;82,490626;99,914865;33,137212770902;1,74
1;5547,58;74,5080322;99,87204;37,3855539247815;1,66
3;6637,72;99,4995032;99,61409;0,492884716290549;2,12
5;7938,76;98,9608596;99,27136;0,90314459385416;2,74
7;8390,32;97,6014572;98,108405;2,32508663207047;3,04
9;8040,44;95,6554002;97,39639;6,02423778075158;2,8
10;8393,66;95,879156;96,974225;3,97233372539342;3,42
20;8285,74;80,8756776;85,406225;18,3755927486259;2,92
30;9106,08;63,8844376;67,629;27,3703576720618;3,14
40;8014,12;50,1583606;56,968425;36,8982222677523;2,66
50;8971,48;34,414052;52,52082;57,6388946900141;3,4
100;8920,34;-356,3805752;-81,72603;865,460557726213;3,34
150;8968,22;-1951,6894188;-201,2491;5869,51953608614;3,18
